Sudoku,solution
00B1D0900EF00A070804GB00050000000005020008A00309C0A0E0F0009G0268820006000100057E0000F00B0003000060G000400D50000C0B000000E00C1F0DF003095000040010A1000CGD06E03000500000A09000E000E00821000G309700000090B00C0100000000070F000BA005100F00004000000G03DG1000000A0000,36B1D498CEF25AG79824GB7A35D6CEF1GEF5621CB8A7D349C7ADE3F5149GB268823AC6D9G1BF457EDC17F5EB8243G69A6FGEA8417D592B3C4B593G27EA6C1F8DFG63B95EA7C48D12A19B7CGD26E8345F54728FA39B1DEGC6EDC82164FG3597AB75469ABGDC21F8E329EC478F63GBA1D51A8F5D32497E6CBGB3DG1EC65F8A7924
002D0A00040807000803090E0G2A40000040800B030000F0070000D49000E000000E0D000000005009801G00E0B02AC02000700040300B90400B000508020D1EG00100705060900AB2ECA86000000000A300000080000000605002C3G00000000000E040010009000076000020030000000005006F0GA000C034000605A0000F,FC2D6A5GB4E817391863C9FE7G2A45BDEA49872B135DG6FC57BG31D496CFE2A83FCE4DB2A9G1785679851G3FEDB62AC421DA76E84C35FB9G46GB9CA5F8723D1EG4F1BE7D526C938AB2ECA86937F45GD1A39754G18BDECF626D58F2C3GA19B4E7DGAFE347C18B69258576GF1A2E93DC4B9B12D58C6F4GAE73CE342B96D5A781GF
10750D000C006E8009000F10000000000000004000GDA0000D0C0EG016000300EF00G000400B0C00600700F40001020034D0208000000000000006003005F1E0C0000A0907130048060800020000173B000000006058000A0000610000090000000B906002F40000000000DA0G7C20B00000E00B0000D9F00590020C800600A0,1G75BD23AC4F6E8949EACF16B3827D5G236F8947E5GDAB1C8DBCAEG51697432FEF52G3914ADB8C676A875BF4C9E132GD34D12C8E7F6GBA95BCG976AD3825F1E4CBFGDAE92713564896A84G52FDCE173BD12E37BF64589GCA574361C8GBA9EFD2AE1B956GD2F4C873F83614DA9G7C25BEG2C4E87B513AD9F6759DF23C8EB6G4A1
00004300060010000G3901C0F0D0000002010AF8009B5046B00F0000008000003000004000G70800C000G009005000A706000E000030D000594E200000F80C0G00000000050000BC008B0F0607E00030000395000D60E0000000E000800C00900060100F03000B00E0B4D085000GC9F000000G907F04805A05C0000000000G00,8A5C43BDE6721FG96G3951C2F4DA7E8BD2E17AF8GC9B5346B47F69EG3185A2CD3B1DF64CA2G798E5CF28GD394E56B1A7G6A78E5BC931D42F594E271ADBF83C6G7E96A8G12543FDBCAD8BCF2617E9G5342CG39574BD6FEA1841F5EBD38GAC6792986G1CAF532D4B7EE7B4D2856A1GC9F313D2BG9E7FC4865AF5CA346798BE2GD1
08E4010900B0700000012B000006009C00G00000A07F0020002A0F035E9000G0030F000100G20000C0000908E00000050075300E0000900090B0400G00D00030000384009A00D0070760G000C0200E00B59GD010008000040D0E6500000100020000F0500G00000040020E000C000003G0500000006D07C00080000000EA2F61,68E4A1G9D2BC735F5FD12B87G436EA9C39GCE645A17FB82D7B2ACFD35E9814G6E3AF5DC149G26B78CG1DB968E7A3F245847532FE16CB9DAG92B64A7GF8D5C13E21C384EF9A5GD6B7F768G3ABCD245E19B59GD712638EACF4AD4E659C7BF13G82163BFC5D2G4789EA4AF27EB68C19G5D3GE59182A3F6D47CBDC879G34B5EA2F61
000G0B80000004C30B0007E00A000G05E001F050B0002A0000700000000910B0C0G000620514030F00E00000070000G000090D0000E008143D68500C00A0000000000000000742010C04EG000000D008D01F00000B0000EC060E0049D0G00B70G040000030B080000F0000000E0005400300090056000000205AC0G301480E90,65AG9B8D12FE74C39BD217E4CA836GF5E4C1F35GBD762A89F87362CAG4591DBECAG7BE62851493DF41E5389F27DBACG6B2F9GDA763EC58143D68541C9GAFE72BAG8BDF36EC9742517C24EGB1AF65D938D91FA5784B32G6EC563E2C49D8G1FB7AGE4C71D539BA8F621F968A2B7ECD354G83BD49FE562GC1A7275AC6G3F148BE9D
B52100C64A00300D0000400G0000500200000D8900B000000003001F0002E080073G0000B1400A0060E0092503800000080D000700000009400B000C00A00G000000CFA09075G020G0000070000000C0F0000100006C08BA04D0E000000003100EGC00002000040070A000030096000C109000D00E0B000030B06204D5000000,B5217EC64AF839GDDA8743BG69E15CF2EGF62D895CB347A19C435A1FG7D2EB86273GD6FEB149CA5861EFA925C38GBD47A8CDB4G7F65E1239495B183C72ADFG6E831ECFAB9D75G624GB6A95723814DECFF275314DEG6C98BAC4D9EG68AB2F73155EGC87912F3A64DB7DA2GB5314968FEC1694FCDA8EGB25733FB862E4D5C7A19G
0000700B200F0000BA0000020700509000390D5040000000G060CA0000B00D01930600F70B0G00E000G00040000080000000000E30F004A00000D0600E00700C00004F0000390E08054030006G70900F0E000000A00001000G0C01A00F0D670000FG1006D0940002005002D000000874000000C0G0E000053BE000G5C0A10060,5D1E739B26GF4C8ABAC4F68217D35G9E8239GD514ACEF6B7G76FCAE459B83D219326ACF78B4G15EDE1GDB5437C2A89F67C85291E3DF6B4AG4FABDG689E15723CD67A4F2GB139CE5815483EBC6G729ADFFE93687DA45C21GB2GBC51A9EF8D6743A8FG1736D594EBC2C951E2DAF36BG87464D29BCFG8E7A3153BE784G5C2A1DF69
3007009200000800AG0903000050D0E00D0400500B600000C000000080DA0015010G07000004C000D0000005B000F0707F0E602C0000BD0028000AGD0509010300000008G0A020C0F270C0030E100B4G000010F020000900004D00000080070013205GC004000F00600B0000A000000900G004D00000000600E0390F00G100B0,3517DF924GCE68ABAG69B3847152DCEFED84AC513B6F92G7CBF2GE7689DA4315913GF7BE6D24C58AD4A69135BCE8FG727F5E682C1A3GBD9428BC4AGDF579E163BE917548GFA326CDF275C6A39E1D8B4G86C31DFG274BA95EGA4D2BE9568C37F1132A5GCBE4967FD86CDBE217A8F5G43959GF84DAC3B71E2647E8396FD2G15ABC
0042050000B00807D00E000060090000010000CE070G0D20F0000D004300E000B400020000900500060000F9D0043B0000000AG0007120E00GF1B000A00E40708009040000G00C000000560A00C80F0300AG9030005000004006000C0B005000209000005040CE001700A0060CF00030000009000006D7000E05CBD000000G90,G3426591CEBDA8F7DA7EGF426819B35C615B38CEF7AG9D24F98C7DAB4325E1G6B4E8D2673G9C15AF762AE1F9D5843BCG9DC34AG5BF7126E85GF1BC83A26E497D8539F41D26GA7CBEE2D756BA19C8GF43CBAG9738E45F62D14F162GEC7BD35A89289F137G5D4BCE6A17GDAE569CF2843B3CB4892FGAE6D715AE65CBD48137FG92
30CG0060070040E102100C000E60000DF000800A004D02000D002140000008007C0A00DE0000300F90D0BF03000G06A00003C00400B0801000540007F006000BE00CA6500D0F700200F00089305000400300E7000B000000B509G0006000000A00004001BA00C900090000060007E40G0000000000000F2067400D00G3C00005,38CGFB6DA72945E142153C9G8E6BA7FDF69B8E7A514DG23CAD7E2145CFG3B8697CBA65DE24813G9F91D8BF237CEG56A42F63C9G4D5BA8E17GE5418A7F9362DCBE48CA65B9D1F73G21AF7D2893G5C6B4ED3G6E71F4BA29C58B529G43C687EF1DA8GE243F1BAD5C976C93D5AB612F7E48G5BA17GC8E694DF23674F9DE2G3C81AB5
0AB0006000540030408G0900000020050607A80CF000D1000009010000030F60GC0010000000F200900D000050C8AE0050000070A09F0G800000062F07005CD0020000001600050D00080010D00A0000000037090400000B00000EB0000006G00EF0750A00B00000200B000GE00000A6C00060000907ED0009000CE0010007F0,1ABFEG62CD5479384D8GF9376AE12BC53627A85CFBG9D14EE5C9D14B7823GF6AGC731A854E6DF2B99F6DB4G352C8AE175B12CD7EA39F6G84A84E962FB71G5CD3729CGFA4168B35EDBGE85216DC3A947F61D537C9G4FE8A2BF43A8EBD9572C6G18EF175DA2GB6439C275B439GEFDC18A6C3G46BF189A7ED52D9A62CE83145B7FG
00BE0000041000A0000C7E00BDF020010F0500GA0080C000018G0F0000E00000001000D056A0070000D200F50000000E080003020900060000700080E00000002601000E0005F00004070C900800EG0000F0870000BD00000B03000F200000000E00060000000D00C0090G08010A0B000000D03000C0694000000100F064302C,7DBE985C6412GFA39A3C7E64BDFG25814F251BGA7389CE6D618G3F2DA5ECB497F31BE9DG56A847C2G9D26AF5CB47813EA8E4C372D9G156FB5C76B481EF23DAG926C14DBEGA95F378D4572C96183FEGBAEGFA87134CBD92568B93G5AF2E761CD43E48F6C7925BAD1GC2695G4831DA7BEF17AFD23B8GCE6945B5GDA1E9F764382C
000000000E72500000000000F00502A40000008B04631D0000000004000A00090020000A0F00BG000400900F02500803907000000A3000C01F00030790G0000A000280G6700900007001A000080D0040B005040060EC90F7000600003004G0000900001500004B0G47180AD0E0000000A050B009000F00E6C0ED003800000572,86D439A1GE725CBF31B7GDCEF98562A4F2A9758BC4631DGE5EGC26F4BD1A37896523C8EA1F47BG9DG4CA91BFD25E78639D7B425G8A36EFC11F8ED3679CGB245AEC428FG67BA9D3157GF1AE93582DC64BB835142D6GEC9AF7DA965B7C31F4GE28296FE715A3C84BDG47186AD2E5BGF93CA35GBC4927DF81E6CBEDFG384691A572
C0003500000010000000060009002340030E0007G000000B6001000F83050AE012008AG00700E0600GE012060000000D00000C00D0030000F050000000020CB0GD00F80E00B00010A70009035C000B0000F800BD0E2030G0400C50006D0G00000C0600087200000F00000D72E0000000000A6009340805000000004A06C00E01,C9A735EG2B461DF8BFG5D68C19AE2347832E41A7GFDC965B64D12B9F8375CAEG12CD8AG5B7F9E4639GEB1236C854AF7D7A649CFBDGE38125F8537ED4A162GCB9GD39F8CE4AB75216A712G9635C8F4BDE56F8A4BD9E2137GC4EBC57216D3GF89ADC46EG58721AB93F318FCD72E59B6GA4EB7A6F1934G8D5C2259GB34AF6CD7E81
0005G00070000C0400B00040829100000D00000006E000921F0000B00A400E5G052003000000007CD400000003000000070020D0000C0001000A0G000910800D0C0390800E00D000080600E3DFG0940000A40000080500360970A00000B30F00000G079F0D001500C0000060005073E00018C40E00600009006F01000G00080A,6E95GD217B3FAC84AGBC5E468291F7D38D47FA3C56EGB1921F3278B9CA4D6E5GF52BE318A4D6G97CD48169CBG3F75A2E97GE2FDAB58C364136CA4G75291E8BFDGCF396871EA4D2B5B8561CE3DFG294A7E1A4DBF29875CG36297DA5G46CB3EF1842EG879F3DCA156BCAD9B26G415873EF5318C4AEF76B2DG97B6F315DEG2948CA
00A0000520B0840700036009F00020C0009000E0AC0000G0F05000C0006000007080050C040000E0300E0010000008000000007A080G139C0000F00000200006000008D00107000G00B000F000DA003000090006400F0B0008010007C230E6D0E200003000000G5F0965G000000800000A40008F6090B0000100C920000B0000,1EACDFG529B3846784D36AB9F7G125CE6B9782E3AC54DFG1FG5274C18D6E3AB97F8A356CD419G2EB3CGE9D127BA6F845462DBE7A58FG139C951BFG483E2C7DA653C628D4B1E7A9FG27B4ECFG96DA5138ADE913564G8FCB72G8F1AB97C235E6D4E278463B1ACD9G5FB965G1ADEF784C23CA4G578F6392BE1DD13FC92EG54B678A
00000000B900E0G00E0000000D00000600000AD6E035070F5040000C70100800030F8050000AC0020B0140002000F900A900G6000003000E0807DE0F00000035000000800000G0BD00A0052130890000C0009D00000B00003004CG0700008F010G000000020640038000200000701D0096B00003AC0000507D000F050B000GEC,6F3D5178B924ECGABE78394GCDAF5126GC12BAD6E835974F5A49E2FC761G38DB43GF8B59D7EAC612EBD1473A256CF98GA95CG6128FB3D47E2867DECF94G1BA35F296A38E41C7G5BDD7ABF5213G896EC4C18G9D64FE5B23A735E4CGB76AD28F911GCA78ED52964BF384F52CABG37E1D6996BE14G3ACFD72587D236F951B48AGEC
000B00450E0603800600B3D0080000007003C0G000400AB14D006000000GC000D00054000007200AE900D0300G02500000000B095CE0F00800B00C0F010000090E700000F40008001F000000000009C00G30100002600F00002690A030C00000GC04307060B00D00025AG000700000006100F502000D0B0000000090230A0007,9AFB7145CE26D38GC6G2B3DA187594FE75E3C2G89D4F6AB14D1869FEAB3GC275D3CF548GB69721EAE9A1D7368GF25C4B246GAB195CE3F7D887B5EC2FD1A436G9AE7C2G5BF4D918631F4D8E63GA5B79C25G391DC7E268BFA4B8269FA437C1EG5DGC943A7165BE8D2F325AG8BD7F1C4E966187F5E249GDAB3CFBDE469C238AG517
8D0000CGE0605010000080000A00D000000007200DFC00A30000F04000090G07003002A00B970E00C000000F500A0080G0083C0104060750004000600G30B001300D00000900G50000B00000G8054C00E8000900002000000G0F2E50B000017000A013000E008640000000000F0G7000040000907510000FF00G080A00000025,8DF39ACGE76B521457C4863E2AG1DF9B16G9572B4DFCE8A3AB2EF14D8359CG67D53642A81B97FEGCC19B7GDF52EA3486GAE83CB1F4D627592F47E569CG38BAD13C1DAB87694EG5F292BADF16G8754C3EE875C9G4312F6DBA4G6F2E53BCAD917879AC13F5DEB2864GB35164E2AF8G79CD6482GD9C7513ABEFFEDGB87A96C41325
00000000200D1FC0EG090FD006A00350000000030000E0005000E10007C00000000G20090304001F09003D00B80007003B7000FA000080090D0F000400E2G00C2060DG00C0700000C0000E420580060B8000F016000B0000F0000000000A007ED0030090040G0A000A00037C00600BD0040E00B00F0001007000008050D004F3,B83496572EGD1FCAEG29CFDB46A17358A71C8423FB95EG6D5FD6E1AG37C829B46CAG28E97354BD1F49E53DG1B8FCA7263B725CFAGD168E491D8F7B649AE2G53C2E6BDG35C97F48A1C197AE42D583F6GB834AF716EG2BDC95F5GDB9C8614A327ED653129F84BGCAE79AF8437C126E5BDGG4CE65BDAF37918272B1GA8E5CD964F3
A00CG9B0600000000600C0000G00050D009300000D000G00000000160020C080C0300500A0D070G0D400007G081C0903E900000C04F00D00F071A0090050B0007BE06000G00A800000060C970BE0A2000000F0200006300000F0D30A010200000ED00005B00F0A0G4800000000C7E05120C0406000000070600G0AD0500000F0,AF2CG9BD67851E34864EC7AF3GB1952D17935248CDAE6GBFBDG53E169F24C78AC238E5F4A9DB71G6D45AB67G281CF9E3E96B213C74FG5DA8FG71AD89E653B4C27BE26451GC3A8FD9G3168C97FBEDA2459A8DFG2B45763C1E5CF4D3EA8192GB673ED718C5B26F4A9G48AF9BG2D3C7E65125C94F6E1AG8D37B61BG7AD35E4928FC
01C640000F00G003B0000E0G0095647000000200B0G0050000E0A00047000D0CD0400070003C0001000000000A0B000FCFA0000050000B0007B0106008000040700000C50G1080D00D00009080C0006006F901020000700A30050400000E000060000708G0F00000A0000009004600G00G0000F62001E050090100E00500D007,51C648B7EFDAG923B2DAFE3G1C956478F49762DCB3G815AEG3E8A9514762FDBCD8425F7B693CAGE1156E9G43DA2BC78FCFAG8D2E51749B3697B31C6AF8EG524D7A24E6C59G1F83DBEDGB3A9F82C7416586F9B1G2345D7ECA3C15748DA6BE2F9G6B5D27A8GEF93C14AE3FC5197D46B8G24G7CD3F62B81EA592981GBE4C5A3D6F7
08002000B090000F09070D00C0A14000000F530004020700CD000000000063000004000005081C03E000300206070008156300000900E2G000F0007000G0000000C0DE0601093A0200000001A350G00000000A9F800C00000E00BC00GD000100800940E0F0050000560100C0000B8070A02000030GE0000C00000010700600B4,685E21A4B793CGDF39B76DFGCEA14825G1AF538C64D2B79ECD42E7B95F8G63A172G496DAE5B81CF3EA9D3FG216C75B481563CB48D9FAE2G7BCF8157E32G4AD69FBCGDE5641793A8297D68421A35EGFCB2315GA9F8B6C74ED4E8ABC37GD2F91568G7942EBFC15D63A5631F9CD2A4B8E7GA42B78639GEDF51CDFECAG15783629B4
06900D1040000G00004026A00000E00800AG08700B015C000000000B0C0307008070DE300090004AD0090BGA004E00020G0000400000F0004010F000060008G30F00000200060000508300070002010000G080D000F0BE2561E090005308C00F000000000209A0002500000D010C0FE0700DB0F0E05040000000E000B00G050C,36985D1C4FE72GABCB4726AF9DG5E318FDAG387E6B215C94E251G49BAC8367FD8C76DE352G9F1B4AD3F91BGA854E76C2BG2A6C48371DF95E4E15F729C6ABD8G39FDB4152GEC63A875483CFE7DAB2G169A7GC83D619F4BE2561E29ABG5378C4DFG83E75C4F269ADB125B4A96D713C8FEG79CDBGF1E85A42361A6FE283B4DG957C
09E07A0C0000G580000B200E00060D040A0F0D9004000730000D0680CF000B900105A000090000000000000B812E900D000000000000001CG0B00206007050003040GE7D0000000800000040AB17E0F05F060C000000000090000020006800C30050E3DG00000070BG080000700D0C0A0000000A060002414300000890C00050,19E47AFCB3D2G58685CB2G3E1796FDA46AGFBD91E485C732273D4685CFAG1B9ED165AFE4G93C28B774FA35CB812E96GDE823D9G765BFA41CGCB982164D7A53EF3B41GE7DFC596A28C2DG6843AB17E9F55F861CA932E47GDB9EA75B2FDG6841C3A65CE3DG2841BF79BG1894527EFD3C6AFD9EC7BA56G382414372F1689ACBDE5G
000E000F00000A0038014A00F070E0004056020083007000007G000CA02000B00000009G000000EF500000C030F70100C00000039002008A0BG00F5000006000050FD00007C000060E1009A0400008G000000045160B0C0D0080E100DA0000000F300008000100D004C0600000002050B0097400000D0G00E20A10F004900060,9C2E5B7F6D14GA3838B14A6DFG7CE2954A56G21983BE7DFCFD7G3E8CA92516B417A32D9G5846CBEF59E8A6C43BF7D12GC6FDB7E391G2458A2BG48F51ECDA6379A54FD3B2G7C89E16DE1BC9A6423F58G77G92F84516EB3CAD638CE1G7DA59BF42GF359C287E61A4DB84C76GDEBFA32951B169743A258DFGCEE2DA15FBC49G8763
00G040800C020D0000F0E005G00000000050000C0319F26000000700A006E000000000000000090E207B3000000F000D0000050000800000001A0000000004B300C7DB509000001G0EB0092F7000300000080G1000DB050005A000000400B07070851D00E0B00C0000DC6002000080F00A200C0001530G04100G0400C0080B20,A7G34681FCE25D9BCBF6E295G87DA341E854GADCB319F267D192F7B3A546E8GC5G4FB167DA3C298E2C7B384E169FGA5D6D3E95AG2B8417CF891A2FCD57GE64B332C7DB589F6A4E1G4EB1A92F7GC536D89F687G143EDBC5A2G5ADC3E68421BF7974851DFAE2BG9C36B3DC6EG249A781F5FA298C7B6153DGE416EG5439CDF87B2A
0050008000B410A0000G0500D000000048000G7032050F0071C906A00FG000009002005000000030070001000050900E0010C0000G3A26B0B00620000D00000002E50B30080600008A7010005309000F0000000600C0070A00G050FC00100000D0000020F000C0692G00FC08000B0047108B0904C00000000000E0000A005800,E653DF827CB419AGAF2G45CED961B37848BD9G7132A5EFC671C936AB8FGED5249DF2G85AB6EC7431G73A61BD24589CFE5E18C74F9G3A26BDBC462E931DF7AG85F2E57B39A846G1DC8A7C14DG53296BEF39D182E6GBCF475A6BG45AFCE71D8293D4A7B325F18GCE692G9EFC1865DB3A47158BA964CE73FDG2C36FEDG74A92581B
200A700B050FE6006000G000C008B00000000C000209105F00190FD87403000003E500AF0000600700D024605030A000000000G06A0000000900070000D02003050B0006010070FD0G0000EC0900030500F0A070E8060009900710030000CB00000040000GB50200C490000G0000F00A0A0000B0F70100000060C00020000100,2C4A791BD5GFE6386F3DGA25CE18B9747EG86C34B2A91D5F5B19EFD87463GCA213E5D8AFGB9264C787DG24615C3EAF9BF2C4B3G96A87D5E1A9B657CE1FD428G3E58B9G46312C7AFD4G21FDECA97B83653DFCAB72E8564G1996A715834DFGCB2ED17E46FA9GB5328CC492315G86EDF7BAGA5382BDF7C19E46B86FCE97234A51DG
0000G0F000A00020030002000C0D9000DF00100A0002060700A03DC000000008A0000040G0C0003000C1700009B0D2A0000001000080000E600400090F0E010009000F10C00008064000500B0D7800EG00D2000000000AF08B000G0700EA0002G000070C000010630100060420G000C02C00DA0087000000000300E004500B00,1E47GBF658A93D2C53B64278ECFD9G1ADF8C1E9A4G32B65792AG3DC5B617FE48AD79E842G5C16F3BE8C175GF69B3D2A4B52F61D37A84GC9E6G34BCA9DF2E817539GEAF1DC24578B6461A532BFD78C9EGC7D2948E3B6G5AF18BF5CG6791EA43D2G49827BCAEDF1563F1ED865423GBA7C92C5BDA318796E4GF7A63F9EG145C2B8D
0000A0C3G00000BD4E07800002090006520B00D100000000000800000001300000060F00000010EC940100000C700BD0B0F00G00E00000002000700B000G0004090G0000F08200703000G050D00C4000D000F000BEG00000000008007000AC000084010A000526000F0A0709300B0040009040G0806FE00A710003E00GD0B005,F619A5C3G84E72BD4ED78BFGA23951C6523B94D16FC7G8AEAGC8267E5DB1349F8A763F429B5D1GEC94G15EA82C76FBD3BDF31G6CE4A897522CE57D9B13FG8A6469AGBC34F582DE7137BEG956DA1C4F28D82CFA17BEG46539154FE82D7693ACGBG384D1BAC9E526F7EF5A6789312BCD4GCB9D42G5876FE31A7162C3EF4GDAB985
000D002E040036000A0000C431000000EB00000AC00004500051000GA0D00020809A1GB005000003100B0000E004000DGCD00080000001000002006C000000F8020000F5000007090000000290860C00000900000CE008GAA0070B00002G0D0000030000001F009601003E006A09B0D0D020000000B5100000006C092008E000,9GCDB52E84F736A12A78F6C4315ED9BGEB3F91DAC6G284576451873GA9DBCE2F879A1GBDF56C42E316FB5273E894GACDGCDEA48FB27391655342E96C1GAD7BF832ECG8F5DB4A67194D1G7AE29F865C3BF5B9D3467CE128GAA867CB91532GFD4ECE832DGB471FA59671G43E586AC9BFD2D9264FA7GEB5138CBFA56C192D38EG74
07003D0A00000108090405000B207EG0A00G040BF50C0309000B000E0900000000E0A00092003F0D0080020D0030G00E05000F000400000B000970G0D00FC050B00E00000004A90500C0010900002DB0500F0B000G906017080D00000000000G0003D9000E40F080E000000027G00064000000C50D000A0002006G800FC00B00,C7523D9A46EGB1F86934F51C8B2D7EGAAE1G846BF57CD3298DFBG72E391A54C6G6E1AC5892B73F4D7F8AB24DC135G69ED52C9F31G46E87AB43B97EG6D8AFC251B16E28FG7CD4A9353GC741E96A582DBF5A4FCBD3EG926817289D56A713FB4CEG1BA3D9725E46FG8CECD81ABF27G39564F4G6E3C5BD891A7292756G84AFC1EBD3
900140005000803006008000E0A070005800600001030000000000F000D80C0A6F900085002001E0004B00000EG0309500000020006000000020F0DC0A04000G00090000700C0EF0E40C50130D00070017000890000F000CFG000B000030D4A100000030048GA00000000000000E000000E0075200CA400B000G00403050C006,92A14GED5C7B863FC6GD83B1EFA9754258F762CAG143EDB9BE3495F762D8GC1A6F9AG485C327B1ED8C4B71A6FEGD3295GD7E392B1865FAC43125FEDCBA94687GAB892D647G1C5EF3E46C5F13ADB297G817D3A89G45EF2B6CFG52CB7E8936D4A17516BC3FD48GA92E4AC8D6G92BFE1357D3EF175296CA4G8B29BGEA483751CFD6
C00B001D035746000091E2F0A0000000000080070EC000000000B00406009050948300A610B0000FB00050002000D0000A00007GE000C030700F0000C00D0G000009F08E0060GD040F0A900000007008000806000G00000E0BC200000A0000000300C0500000A076A00C400000001200000D0F0062700CE900100000F00A03D0,CEFBA91D835746G26D91E2F5A4GB378C452G83679EC1FBAD38A7BGC4D62F9E519483DCA617BGE52FBCG651EF29A3D8471AD5287GEF46C93B72EF3B49C58D6G1A5739FA8EB162GDC4GF6A952C4D3E71B8D14876B35GFC2A9EEBC2G4D17A985F63F3BECD52G819A476A67C4E983BD512FG8G5D1F3A6274BCE9291467GBFCEA83D5
00A6070000301D000100060D0C5070300800E0030090400GG000400C070D0609A030000000C7000E00900500F06B020D0000700G1900C0000760C01003D0G00053EG0D00080000F700D0B0C050000G00800000500610AC03090080G20000000000190080AF0300400DBA000000E000000005A2069000000F00000EF004G00010,EFA65798GB341DC29124G6BDEC587F3AD87CEF236A914B5GGB5341AC27FDE689AG382BD945C7F16E4C9135EAFG6B827DB5FD786G192EC3A4276EC41F83DAG59B53EG6D41C8A2B9F71ADFB3C75E496G288247F95EB61GACD369CB8AG23D7F54E1CE19DG85AFB32746FDBA1C3472E698G534G5A276918CDEBF76829EFBD4G53A1C
50D0BA209000010C0046G08000CFB0050E0100D00A000800900A0E501030000004E00000075100000D9060000000G008000040006000100D007C000GAB0000000010700D00B40AG0000500F00C790000D8000600300000F007000GBA0000608000000100E00GD00001080040B000F000A000C00E03020040GC298F000400005A,5GDFBA23984671EC3246G781DECFB9A57EC194D65AGB382F9B8AFE5C12374GD664EGD398C751AFB21D9B6CA54F2EG3782A534B7F6G981ECD8F7CE21GABD39564F91275ED86B4CAG3B6A538F4GC792D1ED8G426C931EA5BF7C73E1GBA2DF5648943F7A162E58GDC9BE1685D47B9ACF23GA5BDC9GEF3628741GC298F3B741DE65A
200090700000BA0D00100FD5E009000G070001000A405E3200C0A020038F0600020A0000F1708900007039100000G0000G6000AF000C0000D0B0060208300C00000020090F0G0000000D400G5E000000403000B007020000500000060DC0029003060A000000000E008000G36004C01000F00D0000E860507000C0080B0A0G03,26E89374CG51BAFDA4136FD5E2B978CGF79G81CBDA465E32BDC5AG2E738F1649325AGBECF17D89648C74391DA62EGFB5EG6158AFB49C23D7DFB97642G835ECA11BA725398F6G4DEC692D4CFG5EAB3178483CDEBA9712F5G65EGF17864DC3A29BC346FA5129G7DB8E9A8BE2G365D4C71FG1F2BD973CE8645A75DEC4681BFA9G23
00000003C0000000700C000095G000BF0000900403A0700500G50F0D0006C00029001000008D0G0000005B0G0040000000F00006023010CE504030A000000B06F0CE0820006AG4070007DEF00000601000090A0000020000000003400C1790004300000A000B00F00A00000700C000040FD60000090G01A800906400D000350B,AB142G53C7DF86E97D3CA61E95G842BF862F9CB4E3A17DG59EG58F7D24B6CA3129EA17CF6B8D5G43C7635BEG1F49A82DDGFB4986A23517CE58413DA27GECFB96F1CEB8293D6AG457G5A7DEFCB894631234897A61GE52BFDC62BDG345FC179E8A4378E19A562BDCFGBA5GF2D781C3E964EFD6C53B497G21A81C9264G8DAFE357B
005000E004001800007B0GF009E0003C04E000800F0A09G0039000072G0D0B5000100FB00200030007030E5600A0001F020F4800900005000800000000050A0200000A0310500000C08G00100020D0E090A2000E0706000G00000090C0000004400000DFG00060010G0000C94A000700006000G0800F00CB30D001A00000F000,GC5A39E2647B18FD867BDGFA59E1243C24ED158B3FCA79G6F391C4672G8DEB5A5916AFBCE247G3D8D7432E56B8AG9C1FA2CF487G9D13B56EB8GE9D31FC654A726DB4GA231E59CF87CF8GB715A324D6E995A28C4ED7F631BGE137F69DCBG852A44A2873DFG5BC6E911GF56BC94ADE87237E6952G4813FADCB3BDCE1A87692FG45
0000008A00070D0949DFG000030EBA00A00209000008G730010000D00CF000500A070DF00000000006458009F001007E0G0000000A09100000C000007004000A0000F200C95000002000010E600000BC5E000340B000600000000090A00G40D707B00A0G020D08E0040020001B0070A6000030000G00000000G900E00000200B,B36EC58A24G7FD1949DFG627531EBAC8AC52E91FD6B8G734G1784BD39CFAE6521A275DF4GECB896336458GA9FD21CB7EEGFD6C7B3A89142598CB1E327564DFGA7B14F26DC953AE8G2D9A71GE684F35BC5E8GA34CB7D2619F6F3CB895A1EG42D7F7B69ACG423D58E1D4E32F581B9C7GA682A134B6EG759CFDC5G9D7E18FA6234B
C00906A0B0050200000E0000000060080030C0580210F000000800000000070900010AD34000000000D00000000E000C2EG0047000A030007000280GC00050B4D00040G0F0000000EA7060F031080000000003800600E0F500C0D00200004100430000000B0G800700F0001000200G0680A60025D030000E000G9000700F2050,CD49F6AEB78512G3B21E3749GDFC65A8A637CG589214FBEDFG5812BD6AE3C7495C81EAD349B2G67F64D3B19F5G7EA82C2EGB547C8FA639D17F9A286GC3D15EB4D1654CGAFE9B7382EA7265FB31489DCGG9B4738126CDEAF538CFD9E2A5G7416B432DAEC61B5G8F9795FC8B17E42ADG3687A6GF25DC39B41E1BEG9D34786F2C5A
007A00400000008000C8B000700A04000000060000009B009B00000000G00DE000000000003G0C0000030GC00F0100000D0009E0000012680AB0180D0E07F0000000509006002G0102G600004000C00509004B20000F3070300B0D0A105800408600000B000007000GE0C00700B90000014000D903A060CFF009006020D00100,537A9C41BDE6GF82DEC8B3G279FA54162F1GD6AE5C849B379B64F78531G2ADEC64912ABF853G7CDEE7836GC4DF21B95AGD5F79E3CA4B1268CAB2185D9E67F3G448DE5F9CA6732GB172G63E184B9DCAF519A54B26EGCF387D3CFBGD7A1258E649862CA53BF41ED79GAGEDC1F768B94523B14782D9G3A56ECFF539E46G27DC81AB
